State,Year,Name,Stars,Rating
OH,2014,Erik Simpson,3,0.8088
OH,2014,Jerrell Foster,3,0.8059
OH,2014,Paul Moses,3,0.8059
OH,2014,Nolan Jackson-Daniel,3,0.8039
OH,2014,Landon Brazile,3,0.8030
OH,2014,Jared Weyler,3,0.8015
OH,2014,Ryan Stout,3,0.8015
OH,2014,Connor Brown,3,0.7982
OH,2014,Brennan Dudziak,2,0.7914
OH,2014,Robert Behanan,2,0.7879
OH,2014,Jack Walz,2,0.7858
OH,2014,Mike Berry,2,0.7805
OH,2014,Dakota Tallman,2,0.7798
OH,2014,Michael Siragusa,2,0.7791
OH,2014,Newman Williams,2,0.7791
OH,2014,George Bollas,2,0.7789
OH,2014,Ryan Williamson,2,0.7783
OH,2014,Ryan Bee,2,0.7782
OH,2014,Matthew Merimee,2,0.7782
OH,2014,Chance Weitz,2,0.7764
OH,2014,Gus Ragland,2,0.7764
OH,2014,Jared Brumfield,2,0.7764
OH,2014,Nick Johnson,2,0.7757
OH,2014,Trevahn Beery,2,0.7757
OH,2014,Travonte Junius,2,0.7750
OH,2014,Griff Saunders,2,0.7732
OH,2014,Kyle Kuhar,2,0.7724
OH,2014,Antione Stone,2,0.7724
OH,2014,Isiah Moore,2,0.7724
OH,2014,Kalil Morris,2,0.7724
OH,2014,Brandon Bailey,2,0.7667
OH,2014,Chase Lash,2,0.7667
OH,2014,Aaron Bushner,2,0.7667
OH,2014,Beau Huffman,2,0.7667
OH,2014,Sam Bruno,2,0.7667
OH,2014,Chalmer Frueauf,2,0.7667
OH,2014,Greg Simpson,2,0.7667
OH,2014,Curtis Mitchell,2,0.7667
OH,2014,Torrodd Carter,2,0.7667
OH,2014,Patrick Osterhage,2,0.7667
OH,2014,Derich Weiland,2,0.7667
OH,2014,Darius McDonald,2,0.7667
OH,2014,Pierce Royster,2,0.7664
OH,2014,Isaac Little,2,0.7649
OH,2014,Andrew Meyer,2,0.7649
OH,2014,Noah Spielman,2,0.7642
OH,2014,Kent Berger,2,0.7631
OH,2014,Tyler King,2,0.7631
OH,2014,Kelvin Cook,2,0.7623
OH,2014,Miles Hibbler,2,0.7616
OH,2014,Stefano Millin,2,0.7583
OH,2014,Jake Pruehs,2,0.7581
OH,2014,Skylar Hartley,2,0.7549
OH,2014,Wyatt Pfeifer,2,0.7542
OH,2014,Brandon Reynolds,2,0.7542
OH,2014,Ben Hale,2,0.7531
OH,2014,Steve Langenkamp,2,0.7531
OH,2014,Jalen Fox,2,0.7531
OH,2014,Jordan Rigg,2,0.7531
OH,2014,Cody Thompson,2,0.7481
OH,2014,Bryan DiCillo,2,0.7481
OH,2014,Tyler Jones,2,0.7481
OH,2014,Luke Grandjean,2,0.7481
OH,2014,Alex Pfeiffer,2,0.7441
OH,2014,Marcus Elliott,2,0.7431
OH,2014,Ishmael Hargrove,2,0.7431
OH,2014,Blake Dennis,2,0.7431
OH,2014,Herman Brunis,2,0.7431
OH,2014,Kevin Rogers,2,0.7431
OH,2014,Tyree Elliott,2,0.7330
OH,2014,Cameron Bouldin,2,0.7330
OH,2014,Check Washington,2,0.7330
OH,2014,Eldin Anu,2,0.7330
OH,2014,Quan Robinson,2,0.7330
OH,2014,Matthew Sommers,2,0.7330
OH,2014,Jon Cunningham,2,0.7330
OH,2014,Nate Patterson,2,0.7330
OH,2014,Alex Demers,2,0.7330
OH,2014,Nathan Puthoff,2,0.7330
OH,2014,Collin Prouty,2,0.7330
OH,2014,Kyle Ritz,2,0.7330
OH,2014,Hunter Wells,2,0.7330
OH,2014,Sayyid Kanu,2,0.7297
OH,2014,Jordan George,2,0.7297
OH,2014,Marc Raye-Redmond,2,0.7197
OH,2014,Logan Dziak,2,0.7197
OH,2014,Cary Sullivan,1,0.6997
OH,2014,Nolan Ross,1,0.6997
OH,2014,Brendan Rivers,1,0.6997
OH,2014,Tre McIntyre,1,0.6997
OH,2014,Matt Blasiole,1,0.6997
OH,2014,Marques Moore,1,0.6997
OH,2014,Devan Pankey,1,0.6997
OH,2014,DeAngelo Ware,1,0.6997
MI,2015,Brian Cole,4,0.9638
MI,2015,Mike Weber,4,0.9627
MI,2015,Kyonta Stallworth,4,0.9231
MI,2015,Alex Malzone,4,0.8984
MI,2015,Tyriq Thompson,3,0.8865
MI,2015,Tyson Smith,3,0.8805
MI,2015,David Moorman,3,0.8797
MI,2015,John Kelly,3,0.8665
MI,2015,Joshua Alabi,3,0.8655
MI,2015,Dior Johnson,3,0.8573
MI,2015,Khari Willis,3,0.8522
MI,2015,Grant Perry,3,0.8503
MI,2015,Joshuwa Holloman,3,0.8497
MI,2015,Ray Buford,3,0.8462
MI,2015,Wesley French,3,0.8429
MI,2015,Rayshawn Wilborn,3,0.8415
MI,2015,Eddy Wilson,3,0.8391
MI,2015,Tyrone Miller,3,0.8347
MI,2015,Junior McMullen,3,0.8331
MI,2015,Matt Skibinski,3,0.8313
MI,2015,John Keenoy,3,0.8305
MI,2015,Tyree Jackson,3,0.8247
MI,2015,Jake Johnson,3,0.8229
MI,2015,Jayru Campbell,3,0.8226
MI,2015,Bryce Witham,3,0.8219
MI,2015,Ryan Brand,3,0.8213
MI,2015,Immanuel Stinson,3,0.8206
MI,2015,Cole Chewins,3,0.8194
MI,2015,Derek Smith,3,0.8182
MI,2015,Jon Wassink,3,0.8172
MI,2015,Alex Grace,3,0.8169
MI,2015,Carter Masek,3,0.8150
MI,2015,Shahid Bellamy,3,0.8143
MI,2015,Anton Curtis,3,0.8122
MI,2015,Austin Ervin,3,0.8113
MI,2015,Jamil Sabbagh,3,0.8113
MI,2015,Abdallah Jaffal,3,0.8107
MI,2015,Michael Ojemudia,3,0.8106
MI,2015,Brandon Childress,3,0.8082
MI,2015,Daniel Crawford,3,0.8053
MI,2015,Davontae Ginwright,3,0.8041
MI,2015,Romello Ross,3,0.8037
MI,2015,Cameron Lewis,3,0.8031
MI,2015,Brody Hoying,3,0.8029
MI,2015,Chase Van Hoef,3,0.8018
MI,2015,Mike Danna,3,0.8013
MI,2015,Collin Caflisch,3,0.7998
MI,2015,Michael Oliver,3,0.7991
MI,2015,Logan Slaughter,3,0.7979
MI,2015,Ja'Mar Antwine,3,0.7972
MI,2015,Damon Terry,2,0.7948
MI,2015,Sam Beal,2,0.7946
MI,2015,Alexx Zielinski,2,0.7917
MI,2015,Matt Seybert,2,0.7914
MI,2015,Parker Underwood,2,0.7893
MI,2015,Paul Engram,2,0.7887
MI,2015,Tony Balabani,2,0.7864
MI,2015,Bobby Banks,2,0.7859
MI,2015,Steve Eipper,2,0.7850
MI,2015,Dakota Kupp,2,0.7817
MI,2015,Jacob Herbers,2,0.7799
MI,2015,Obbie Jackson,2,0.7783
MI,2015,Brian Alsobrooks,2,0.7782
MI,2015,Hunter Andrews,2,0.7782
MI,2015,Marc Miller,2,0.7778
MI,2015,Justin Hunter,2,0.7778
MI,2015,Ryan Roberts,2,0.7776
MI,2015,Del'Shawn Phillips,2,0.7752
MI,2015,Jack Dunaway,2,0.7667
MI,2015,Anthony Herbert,2,0.7667
MI,2015,Keshawn Gilmore,2,0.7667
MI,2015,Avonte Bell,2,0.7667
MI,2015,Deshawn Baker-Williams,2,0.7649
MI,2015,Carlos Clark,2,0.7642
MI,2015,Stone Miller,2,0.7631
MI,2015,Marques Grimes,2,0.7631
MI,2015,Delano Madison,2,0.7609
MI,2015,Sam Girodot,2,0.7431
MI,2015,Charles Harris,2,0.7381
MI,2015,Nick Marosi,2,0.7330
MI,2015,Donovan Jackson,1,0.6997
MI,2015,Marvin Franklin,1,0.6997
MI,2015,Ryan Rockensuess,1,0.6997
OH,2015,Justin Hilliard,5,0.9851
OH,2015,LJ Scott,4,0.9725
OH,2015,Jerome Baker,4,0.9697
OH,2015,Eric Glover-Williams,4,0.9538
OH,2015,Shaun Crawford,4,0.9484
OH,2015,Dre'Mont Jones,4,0.9410
OH,2015,Hjalte Froholdt,4,0.9356
OH,2015,Tyree Kinnel,4,0.9212
OH,2015,Nick Conner,4,0.9116
OH,2015,Denzel Ward,4,0.9032
OH,2015,Joe Burrow,4,0.9003
OH,2015,Ahmad Wagner,4,0.9000
OH,2015,CJ Conrad,4,0.8988
OH,2015,Darrin Hall,4,0.8974
OH,2015,Alex Stump,4,0.8973
OH,2015,Elijah Taylor,4,0.8945
OH,2015,David Dowell,4,0.8933
OH,2015,James Daniels,4,0.8909
OH,2015,Andrew Dowell,3,0.8894
OH,2015,Anthony McKee,3,0.8863
OH,2015,Jordan Jones,3,0.8781
OH,2015,Jordan Thompson,3,0.8775
OH,2015,George Asafo-Adjei,3,0.8751
OH,2015,Noah Listermann,3,0.8750
OH,2015,George Brown,3,0.8721
OH,2015,Robert Landers,3,0.8719
OH,2015,Matt Jones,3,0.8706
OH,2015,CJ Stalker,3,0.8689
OH,2015,Marquise Blair,3,0.8689
OH,2015,Rob Dowdy,3,0.8640
OH,2015,Kei Beckham,3,0.8634
OH,2015,Nick Coleman,3,0.8584
OH,2015,Rashod Berry,3,0.8568
OH,2015,Chris Green,3,0.8549
OH,2015,David Long,3,0.8549
OH,2015,Chase Pankey,3,0.8528
OH,2015,Reagan Williams,3,0.8527
OH,2015,Marquise Copeland,3,0.8518
OH,2015,Hunter Littlejohn,3,0.8512
OH,2015,Ashton Jackson,3,0.8494
OH,2015,Jeff Christian,3,0.8493
OH,2015,Matthew Draper,3,0.8487
OH,2015,Justice Alexander,3,0.8482
OH,2015,Kraig Howe,3,0.8471
OH,2015,Markus Bailey,3,0.8458
OH,2015,DaVon Hamilton,3,0.8457
OH,2015,Simon Stepaniak,3,0.8441
OH,2015,Richard Worship III,3,0.8438
OH,2015,Ben Glines,3,0.8412
OH,2015,Troy Henderson Jr.,3,0.8406
OH,2015,Andy Isabella,3,0.8399
OH,2015,Javon Provitt,3,0.8397
OH,2015,Abu Daramy,3,0.8388
OH,2015,Christopher Young,3,0.8388
OH,2015,Cameron Bell,3,0.8380
OH,2015,Ted Stieber,3,0.8366
OH,2015,Reggie Rogers,3,0.8361
OH,2015,Bryce Jenkinson,3,0.8360
OH,2015,Larry Wells,3,0.8356
OH,2015,Trae Williams,3,0.8344
OH,2015,Nolan Ulizio,3,0.8342
OH,2015,Ian Leever,3,0.8338
OH,2015,Elijah Ball,3,0.8328
OH,2015,Austin Dorris,3,0.8319
OH,2015,Mason Zimmerman,3,0.8310
OH,2015,Breck Turner,3,0.8298
OH,2015,Mitchell Guadagni,3,0.8295
OH,2015,Zeke Martin,3,0.8294
OH,2015,Doug Bates,3,0.8266
OH,2015,Maurice Thomas,3,0.8266
OH,2015,Chris Fobbs,3,0.8258
OH,2015,Donte Horton,3,0.8238
OH,2015,Colton McKivitz,3,0.8200
OH,2015,Demetrius Colbert,3,0.8188
OH,2015,Chandler Cotterman,3,0.8188
OH,2015,Brett Kean,3,0.8185
OH,2015,Frank Sumpter,3,0.8181
OH,2015,Shemar Moss,3,0.8149
OH,2015,Braxton Neal,3,0.8118
OH,2015,Nyck Grayson,3,0.8115
OH,2015,Najee Stevens-McKenzie,3,0.8106
OH,2015,Nick Potts,3,0.8099
OH,2015,Trevon Story,3,0.8098
OH,2015,Sam McCollum,3,0.8097
OH,2015,Troy Dipre,3,0.8078
OH,2015,Andrew David,3,0.8069
OH,2015,Isiah Scott,3,0.8058
OH,2015,London Cloud,3,0.8056
OH,2015,Jordan Fair,3,0.8052
OH,2015,Ramon Miles,3,0.8046
OH,2015,Brandon Heidecker,3,0.8037
OH,2015,Ben Cooper,3,0.8033
OH,2015,Sam McKnight,3,0.8032
OH,2015,Bryce Harris,3,0.8028
OH,2015,Mayne Williams,3,0.8026
OH,2015,Simeon Lane,3,0.8013
OH,2015,BoBo Jones,3,0.8011
OH,2015,Clayton Glasco,3,0.8007
OH,2015,Chad Coeling,3,0.8005
OH,2015,Dean Lemon,3,0.8005
OH,2015,Tyler Taafe,3,0.7992
OH,2015,JC Bartok,3,0.7981
OH,2015,Bryce Gibbs,2,0.7958
OH,2015,Brandon Harris,2,0.7956
OH,2015,Deric Phouthavong,2,0.7946
OH,2015,Mylik Mitchell,2,0.7932
OH,2015,Jovahn Fair,2,0.7921
OH,2015,Mitchell Hlay,2,0.7914
OH,2015,Harrison Roberts,2,0.7904
OH,2015,Jack Schroer,2,0.7894
OH,2015,Mario Patton,2,0.7891
OH,2015,Cole Jones,2,0.7889
OH,2015,Nick Faulkner,2,0.7878
OH,2015,Nico Lautanen,2,0.7871
OH,2015,Ferrod Gardner,2,0.7854
OH,2015,Nathan Childress,2,0.7838
OH,2015,Kevin Banks,2,0.7831
OH,2015,Liam McCullough,2,0.7828
OH,2015,Logan Grieser,2,0.7821
OH,2015,LaMarr Davis,2,0.7817
OH,2015,Austen Pleasants,2,0.7817
OH,2015,Giovanni Ricci,2,0.7794
OH,2015,Cario Davison,2,0.7790
OH,2015,Matthew Finkler,2,0.7790
OH,2015,Eli Wolf,2,0.7778
OH,2015,Vince Lockett,2,0.7757
OH,2015,Justice Hart,2,0.7723
OH,2015,Kyle Junior,2,0.7681
OH,2015,Milan Lanier,2,0.7667
OH,2015,Cory Contini,2,0.7667
OH,2015,Moses Marshall,2,0.7667
OH,2015,Vito Penza,2,0.7667
OH,2015,Clayton Schmerber,2,0.7667
OH,2015,Kevin Earles,2,0.7667
OH,2015,Alijahwon Tarvin,2,0.7667
OH,2015,Darius Jones,2,0.7667
OH,2015,Jacob Halter,2,0.7667
OH,2015,C.J. Amill,2,0.7667
OH,2015,Marc Walton,2,0.7642
OH,2015,Mckenzie Thomas,2,0.7609
OH,2015,Evan Croutch,2,0.7598
OH,2015,Jake Hale,2,0.7594
OH,2015,Eddie Daugherty,2,0.7581
OH,2015,Adam Luehrman,2,0.7531
OH,2015,Keith Key,2,0.7531
OH,2015,Ryan Luehrman,2,0.7531
OH,2015,Alex Curtis,2,0.7481
OH,2015,John Henry Bronczek,2,0.7481
OH,2015,Joe Tupta,2,0.7397
OH,2015,Christian Lumpkin,2,0.7330
OH,2015,Curtis Parks,2,0.7297
OH,2015,Sam Crosa,2,0.7097
OH,2015,Chaz Lumpkin,1,0.6997
OH,2015,Steven Pappadakes,1,0.6997
MI,2016,Michael Onwenu,4,0.9571
MI,2016,Donnie Corley,4,0.9504
MI,2016,Michael Jordan,4,0.9411
MI,2016,Lavert Hill,4,0.9409
MI,2016,Daelin Hayes,4,0.9409
MI,2016,Khalid Kareem,4,0.9228
MI,2016,Trishton Jackson,4,0.9134
MI,2016,Demetric Vance,4,0.9100
MI,2016,Dez Fitzpatrick,4,0.9048
MI,2016,Brandon Randle,3,0.8853
MI,2016,David Reese,3,0.8791
MI,2016,Josh Jackson,3,0.8773
MI,2016,Matthew Falcon,3,0.8757
MI,2016,Martell Pettaway,3,0.8721
MI,2016,Cedrick Lattimore,3,0.8698
MI,2016,Alaric Jackson,3,0.8596
MI,2016,Adetokunbo Ogundeji,3,0.8584
MI,2016,Quinn Nordin,3,0.8563
MI,2016,Tony Poljan,3,0.8553
MI,2016,Cameron Kolwich,3,0.8529
MI,2016,Stefan Claiborne,3,0.8523
MI,2016,Eyioma Uwazurike,3,0.8504
MI,2016,Jalen Martin,3,0.8499
MI,2016,Chauncey Golston,3,0.8491
MI,2016,Armani Posey,3,0.8462
MI,2016,Jalen Cochran,3,0.8429
MI,2016,Eric Rogers,3,0.8406
MI,2016,Dontre Boyd,3,0.8360
MI,2016,Kalebb Perry,3,0.8353
MI,2016,Tim Walton,3,0.8349
MI,2016,Jeremiah Tyler,3,0.8333
MI,2016,Evan Foster,3,0.8321
MI,2016,Bailey Edwards,3,0.8321
MI,2016,Navon Mosley,3,0.8315
MI,2016,Jake Cerny,3,0.8292
MI,2016,Marquis Smith,3,0.8284
MI,2016,Lawrence Gordon,3,0.8265
MI,2016,Cedric Boswell,3,0.8263
MI,2016,Tom Kowalkoski,3,0.8250
MI,2016,Edrick Mathews,3,0.8228
MI,2016,Kyle Brunson,3,0.8221
MI,2016,Emanuel Jackson,3,0.8219
MI,2016,TaMarion Johnson,3,0.8214
MI,2016,Jordan Asbury,3,0.8188
MI,2016,Kumehnnu Gwilly,3,0.8173
MI,2016,Hunter Broersma,3,0.8150
MI,2016,Alonzo McCoy,3,0.8147
MI,2016,Brad Tanner,3,0.8120
MI,2016,Tylen Redding,3,0.8116
MI,2016,Nolan Givan,3,0.8106
MI,2016,Jesse Johnson,3,0.8081
MI,2016,Taeshon Trotter,3,0.8039
MI,2016,Marcel Paul,3,0.8026
MI,2016,Mark Brooks,3,0.8005
MI,2016,Leon Page,3,0.7991
MI,2016,Jonathan Brys,3,0.7991
MI,2016,Justice Williams,3,0.7982
MI,2016,Drew Beesley,2,0.7938
MI,2016,Jaylon Moore,2,0.7938
MI,2016,Mitchell Heimbuch,2,0.7938
MI,2016,Rodney Graves,2,0.7891
MI,2016,Tru Wilson,2,0.7879
MI,2016,Justin Clark,2,0.7857
MI,2016,Jacob Donnellon,2,0.7857
MI,2016,Mathew Sexton,2,0.7838
MI,2016,Mikale Washington,2,0.7817
MI,2016,Josh Eldridge,2,0.7790
MI,2016,Tee'Ondre Harvey,2,0.7757
MI,2016,Keidren Davis,2,0.7750
MI,2016,Darece Roberson,2,0.7750
MI,2016,Miles Daniel,2,0.7750
MI,2016,Wyatt Plate,2,0.7731
MI,2016,Kobe Burse,2,0.7716
MI,2016,Wallace Hall,2,0.7667
MI,2016,Austin Simpson,2,0.7667
MI,2016,Trenton Fincher,2,0.7667
MI,2016,Dylan Pasquali,2,0.7667
MI,2016,Jace Demenov,2,0.7667
MI,2016,Michael Van Hoeven,2,0.7667
MI,2016,Dwight Blakey,2,0.7667
MI,2016,Ostell Martin,2,0.7667
MI,2016,Kaden Keon,2,0.7667
MI,2016,Jeb Palka,2,0.7667
MI,2016,Gage Kreski,2,0.7667
MI,2016,Jacob Jenkins,2,0.7667
MI,2016,Frank D'Ascenzo,2,0.7667
MI,2016,Tyler Bradfield,2,0.7667
MI,2016,Jake Smith,2,0.7667
MI,2016,Jacob Phillips,2,0.7667
MI,2016,Mark Wilson,2,0.7667
MI,2016,Jacob Baldwin,2,0.7667
MI,2016,Alex Kessman,2,0.7667
MI,2016,Ronathon Elmore,2,0.7667
MI,2016,Mike Robb,2,0.7667
MI,2016,Carl Myers,2,0.7667
MI,2016,Abdullaah Yaseen,2,0.7667
MI,2016,Lucas Thompson,2,0.7667
MI,2016,Jakkar Jackson,2,0.7656
MI,2016,Hunter Buczkowski,2,0.7649
MI,2016,Theo Majette,2,0.7642
MI,2016,Mike VanHoeven,2,0.7642
MI,2016,Adam Farah,2,0.7581
MI,2016,Chase Lynch,2,0.7581
MI,2016,Tommy Roush,2,0.7553
MI,2016,Tyler Lyle,2,0.7481
MI,2016,Donnell Alexander,2,0.7330
MI,2016,Reid Burton,1,0.6997
MI,2016,Bradley Robinson,1,0.6997
OH,2016,Tommy Kraemer,5,0.9835
OH,2016,Jonathon Cooper,4,0.9811
OH,2016,Demario McCall,4,0.9767
OH,2016,Liam Eichenberg,4,0.9614
OH,2016,Jake Hausmann,4,0.9439
OH,2016,Brendan Ferns,4,0.9375
OH,2016,George Hill,4,0.9321
OH,2016,Justin Layne,4,0.9252
OH,2016,Luke Farrell,4,0.9233
OH,2016,Prince Sammons,4,0.9192
OH,2016,Messiah deWeaver,4,0.9093
OH,2016,Kierre Hawkins,4,0.8919
OH,2016,Jonah Morris,3,0.8813
OH,2016,Gavin Cupp,3,0.8791
OH,2016,Thomas MacVittie,3,0.8764
OH,2016,Jack Wohlabaugh,3,0.8761
OH,2016,Ruben Flowers,3,0.8761
OH,2016,Jeremy Larkin,3,0.8738
OH,2016,Griffin Grady,3,0.8719
OH,2016,Ethan Tucky,3,0.8684
OH,2016,Seth Dawkins,3,0.8671
OH,2016,Tony Butler,3,0.8650
OH,2016,Noah Davis,3,0.8615
OH,2016,Tommy Carnifax,3,0.8599
OH,2016,Deshaunte Jones,3,0.8577
OH,2016,Malik Harrison,3,0.8568
OH,2016,Austin Andrews,3,0.8553
OH,2016,Alex Gellerstedt,3,0.8550
OH,2016,Tobias Gilliam,3,0.8543
OH,2016,Luke Campbell,3,0.8537
OH,2016,Zach Sandwisch,3,0.8531
OH,2016,Darius Harper,3,0.8529
OH,2016,Drue Chrisman,3,0.8529
OH,2016,Nik Urban,3,0.8522
OH,2016,Dakota Holtzclaw,3,0.8518
OH,2016,Jaylin Bannerman,3,0.8487
OH,2016,Gunnar Hoak,3,0.8485
OH,2016,Benny Snell,3,0.8482
OH,2016,Jake Saunders,3,0.8466
OH,2016,Chawntez Moss,3,0.8462
OH,2016,Kordell Looney,3,0.8462
OH,2016,Sean Mahone,3,0.8450
OH,2016,Brandon Chapman,3,0.8432
OH,2016,Joe Bachie,3,0.8415
OH,2016,Zach Bycznski,3,0.8409
OH,2016,AJ Arcuri,3,0.8409
OH,2016,Nathan Niehaus,3,0.8405
OH,2016,Gunnar Vogel,3,0.8399
OH,2016,Keevon Harris,3,0.8395
OH,2016,AJ Rose,3,0.8393
OH,2016,Peyton Ramsey,3,0.8386
OH,2016,Josh Sills,3,0.8361
OH,2016,Jacob Long,3,0.8355
OH,2016,A'Shon Riggins,3,0.8350
OH,2016,David Montgomery,3,0.8348
OH,2016,Mark Gooden,3,0.8344
OH,2016,Tyrece Speaight,3,0.8338
OH,2016,Seth Currens,3,0.8325
OH,2016,Terrance Landers Jr.,3,0.8321
OH,2016,Terek Zingale,3,0.8314
OH,2016,Adam Hensley,3,0.8305
OH,2016,Cole Gest,3,0.8304
OH,2016,Ty Sponseller,3,0.8304
OH,2016,Roland Walder,3,0.8299
OH,2016,Obi Anunike,3,0.8297
OH,2016,Antonio Shelton,3,0.8284
OH,2016,Andrew Armstrong,3,0.8280
OH,2016,Luke Fortner,3,0.8274
OH,2016,Anthony Johnson,3,0.8258
OH,2016,Bryce Hargrove,3,0.8253
OH,2016,Justin Rigg,3,0.8249
OH,2016,Grant McKinniss,3,0.8240
OH,2016,Matthew Coghlin,3,0.8205
OH,2016,Lance Billings,3,0.8193
OH,2016,Cameron Odom,3,0.8180
OH,2016,Elijah Cunningham,3,0.8166
OH,2016,Jordan Overton,3,0.8146
OH,2016,Camaron Cheeseman,3,0.8125
OH,2016,Jacob Harrison,3,0.8106
OH,2016,Luke Doerger,3,0.8091
OH,2016,Drew Plitt,3,0.8090
OH,2016,Tyler Tupa,3,0.8080
OH,2016,Ryan Smith,3,0.8071
OH,2016,Chris Crumb,3,0.8066
OH,2016,Alex Hall,3,0.8060
OH,2016,Jatairis Grant,3,0.8050
OH,2016,Jake Sopko,3,0.7977
OH,2016,Chris Beech,3,0.7972
OH,2016,Shakif Seymour,2,0.7954
OH,2016,Carl Jones,2,0.7952
OH,2016,Jeffery Pooler,2,0.7940
OH,2016,Vincent Calhoun,2,0.7931
OH,2016,Hunter Polk,2,0.7898
OH,2016,Dalton Strunk,2,0.7891
OH,2016,Jared Dorsa,2,0.7891
OH,2016,T.J. Beltavski,2,0.7883
OH,2016,Rashaun O'Neal,2,0.7882
OH,2016,Ilyaas Motley,2,0.7882
OH,2016,Haydn Lewis,2,0.7832
OH,2016,Jaylin Thomas,2,0.7832
OH,2016,Andrew Homer,2,0.7824
OH,2016,Austin Conrad,2,0.7824
OH,2016,Eric Popp,2,0.7790
OH,2016,Adam Notestine,2,0.7783
OH,2016,Darryll Gardner,2,0.7782
OH,2016,Jabbar Price,2,0.7782
OH,2016,Josh Stoner,2,0.7782
OH,2016,Cameron Jefferies,2,0.7750
OH,2016,Zach Ford,2,0.7750
OH,2016,Dontez Rash,2,0.7742
OH,2016,Tre'Von Wade,2,0.7731
OH,2016,Xavior Motley,2,0.7731
OH,2016,Andrew Cree,2,0.7731
OH,2016,Nick Meyer,2,0.7731
OH,2016,Rodney Croom,2,0.7723
OH,2016,Willie Ross,2,0.7716
OH,2016,Mitchell Larsen,2,0.7683
OH,2016,Sharif Saleem,2,0.7681
OH,2016,Robbie Fusner,2,0.7667
OH,2016,Seth Crissman,2,0.7667
OH,2016,Zack Smith,2,0.7667
OH,2016,JT Timming,2,0.7667
OH,2016,Niko Lalos,2,0.7667
OH,2016,Nick Cavinee,2,0.7667
OH,2016,Demann Wilson,2,0.7667
OH,2016,Tim Tanner-Blair,2,0.7667
OH,2016,Davvel Moore-Meeks,2,0.7667
OH,2016,Warren Saba,2,0.7667
OH,2016,Nic Martin,2,0.7667
OH,2016,Chaz Westfall,2,0.7667
OH,2016,Nick Sokolowski,2,0.7667
OH,2016,Lionell McConnell,2,0.7667
OH,2016,Cedric Frierson,2,0.7667
OH,2016,Jordan Williams,2,0.7667
OH,2016,Daryl McCleskey,2,0.7667
OH,2016,Joe Schroer,2,0.7667
OH,2016,Dylan Murphy,2,0.7667
OH,2016,Desmond Noel,2,0.7642
OH,2016,Jonathan Neeley,2,0.7631
OH,2016,Mandela Lawrence-Burke,2,0.7631
OH,2016,Dalton Hicks,2,0.7631
OH,2016,Sean Rattay,2,0.7581
OH,2016,Zach Corrigall,2,0.7581
OH,2016,Tyler Gilchrist,2,0.7581
OH,2016,Adam Gregoire,2,0.7531
OH,2016,Clayton Dryfuse,2,0.7431
MI,2017,Donovan Peoples-Jones,5,0.9925
MI,2017,Ambry Thomas,4,0.9583
MI,2017,Josh Ross,4,0.9184
MI,2017,Deron Irving-Bey,4,0.9072
MI,2017,Jaylen Kelly-Powell,4,0.9071
MI,2017,Corey Malone-Hatcher,4,0.9025
MI,2017,Antjuan Simmons,4,0.8955
MI,2017,JaRaymond Hall,4,0.8948
MI,2017,Hunter Rison,4,0.8923
MI,2017,Donovan Johnson,4,0.8907
MI,2017,Jordan Reid,3,0.8856
MI,2017,Cody White,3,0.8847
MI,2017,Phillip Paea,3,0.8721
MI,2017,Zach Morton,3,0.8545
MI,2017,Kalil Pimpleton,3,0.8544
MI,2017,Bryce Wolma,3,0.8538
MI,2017,Scott Nelson,3,0.8516
MI,2017,Mustafa Khaleefah,3,0.8503
MI,2017,Allen Stritzinger,3,0.8499
MI,2017,Richard Bowens III,3,0.8471
MI,2017,Keegan Cossou,3,0.8462
MI,2017,Andrew Ward,3,0.8457
MI,2017,Jairus Grissom,3,0.8452
MI,2017,Robert Hudson,3,0.8437
MI,2017,Jordan Ulmer,3,0.8376
MI,2017,Larry Borom,3,0.8345
MI,2017,Lorenzo McCaskill,3,0.8315
MI,2017,Jacorey Sullivan,3,0.8314
MI,2017,Nate Umlor,3,0.8303
MI,2017,Johnathan Berghorst,3,0.8288
MI,2017,Jamal Allen,3,0.8288
MI,2017,Carter Dunaway,3,0.8287
MI,2017,Troy Brown,3,0.8254
MI,2017,Dwayne Chapman,3,0.8254
MI,2017,Davion Johnson,3,0.8254
MI,2017,Trenton Guthrie,3,0.8224
MI,2017,Kyle Sassack,3,0.8216
MI,2017,Brayden Smith,3,0.8215
MI,2017,Erik Ditzhazy,3,0.8213
MI,2017,Eddie Brecht,3,0.8207
MI,2017,Kelvin Ateman Jr.,3,0.8199
MI,2017,Devonni Reed,3,0.8180
MI,2017,Tanner Motz,3,0.8180
MI,2017,Liam Soraghan,3,0.8147
MI,2017,Treshaun Hayward,3,0.8120
MI,2017,Derrick Hubbard,3,0.8110
MI,2017,Nick Novak,3,0.8099
MI,2017,Ralph Holley,3,0.8085
MI,2017,Casey Williams,3,0.8083
MI,2017,AJ Thomas,3,0.8058
MI,2017,Rodney Hall,3,0.8005
MI,2017,Jayk Slager,3,0.7982
MI,2017,Charles Jones,2,0.7951
MI,2017,Steven Spenner,2,0.7951
MI,2017,George Douglas,2,0.7891
MI,2017,Dezmond Lance,2,0.7871
MI,2017,Andrew Sharp,2,0.7824
MI,2017,Bernhard Raimann,2,0.7810
MI,2017,Tanner Mathias,2,0.7803
MI,2017,Chris Bergin,2,0.7798
